Start_Date,Name,Data Value,Season
2009-06-01,Ozone (O3),28.4,Summer
2016-06-01,Ozone (O3),31.4,Summer
2015-06-01,Ozone (O3),26.1,Summer
2015-06-01,Ozone (O3),29.8,Summer
2019-06-01,Ozone (O3),27.6,Summer
2019-06-01,Ozone (O3),23.8,Summer
2020-01-01,Nitrogen dioxide (NO2),14.8,Winter
2018-12-01,Nitrogen dioxide (NO2),20.4,Winter
2012-06-01,Nitrogen dioxide (NO2),16.9,Summer
2013-06-01,Nitrogen dioxide (NO2),30.7,Summer
2010-06-01,Ozone (O3),31.0,Summer
2021-01-01,Fine particles (PM 2.5),6.5,Winter
2014-12-01,Fine particles (PM 2.5),9.2,Winter
2017-01-01,Fine particles (PM 2.5),10.9,Winter
2014-12-01,Fine particles (PM 2.5),10.9,Winter
2018-01-01,Fine particles (PM 2.5),7.0,Winter
2015-12-31,Fine particles (PM 2.5),7.0,Winter
2021-12-01,Fine particles (PM 2.5),6.5,Winter
2015-12-31,Nitrogen dioxide (NO2),21.7,Winter
2013-06-01,Fine particles (PM 2.5),9.5,Summer
2021-06-01,Fine particles (PM 2.5),8.2,Summer
2011-06-01,Ozone (O3),31.3,Summer
2021-12-01,Nitrogen dioxide (NO2),23.1,Winter
2018-01-01,Nitrogen dioxide (NO2),20.9,Winter
2021-12-01,Nitrogen dioxide (NO2),21.6,Winter
2021-06-01,Nitrogen dioxide (NO2),16.7,Summer
2013-06-01,Nitrogen dioxide (NO2),18.7,Summer
2015-12-31,Nitrogen dioxide (NO2),18.2,Winter
2012-12-01,Nitrogen dioxide (NO2),29.3,Winter
2015-06-01,Nitrogen dioxide (NO2),16.0,Summer
2019-12-01,Nitrogen dioxide (NO2),22.6,Winter
2019-06-01,Nitrogen dioxide (NO2),12.2,Summer
2011-12-01,Fine particles (PM 2.5),8.6,Winter
2022-06-01,Fine particles (PM 2.5),6.3,Summer
2011-12-01,Fine particles (PM 2.5),9.1,Winter
2011-12-01,Fine particles (PM 2.5),9.9,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2011-12-01,Fine particles (PM 2.5),11.5,Winter
2016-12-01,Fine particles (PM 2.5),9.5,Winter
2013-12-01,Fine particles (PM 2.5),9.0,Winter
2016-12-01,Fine particles (PM 2.5),9.9,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,8.8,Winter
2011-12-01,Fine particles (PM 2.5),8.8,Winter
2015-06-01,Nitrogen dioxide (NO2),25.6,Summer
2019-12-01,Nitrogen dioxide (NO2),21.2,Winter
2009-12-01,Nitrogen dioxide (NO2),23.8,Winter
2019-12-01,Nitrogen dioxide (NO2),29.8,Winter
2019-06-01,Nitrogen dioxide (NO2),20.1,Summer
2019-12-01,Nitrogen dioxide (NO2),27.6,Winter
2019-12-01,Nitrogen dioxide (NO2),22.9,Winter
2019-12-01,Nitrogen dioxide (NO2),25.3,Winter
2012-12-01,Nitrogen dioxide (NO2),24.1,Winter
2012-06-01,Ozone (O3),31.6,Summer
2017-06-01,Ozone (O3),28.9,Summer
2009-06-01,Ozone (O3),29.0,Summer
2018-06-01,Ozone (O3),33.0,Summer
2017-06-01,Ozone (O3),22.1,Summer
2017-06-01,Ozone (O3),25.2,Summer
2020-06-01,Ozone (O3),27.7,Summer
2009-06-01,Ozone (O3),23.8,Summer
2012-01-02,Asthma emergency department visits due to PM2.5,35.1,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,39.6,Winter
2015-01-01,Asthma emergency department visits due to PM2.5,29.7,Winter
2012-01-02,Asthma hospitalizations due to Ozone,6.5,Winter
2015-01-01,Asthma hospitalizations due to Ozone,2.9,Winter
2015-01-01,Asthma hospitalizations due to Ozone,0.6,Winter
2008-12-01,Fine particles (PM 2.5),14.2,Winter
2017-12-01,Fine particles (PM 2.5),8.0,Winter
2022-01-01,Fine particles (PM 2.5),6.0,Winter
2008-12-01,Fine particles (PM 2.5),13.6,Winter
2008-12-01,Fine particles (PM 2.5),14.6,Winter
2017-12-01,Fine particles (PM 2.5),8.4,Winter
2021-01-01,Fine particles (PM 2.5),6.6,Winter
2016-12-01,Fine particles (PM 2.5),8.4,Winter
2020-06-01,Fine particles (PM 2.5),7.3,Summer
2009-06-01,Fine particles (PM 2.5),11.4,Summer
2009-06-01,Fine particles (PM 2.5),11.1,Summer
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,0.9,Winter
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,0.0,Winter
2011-12-01,Fine particles (PM 2.5),8.3,Winter
2022-06-01,Fine particles (PM 2.5),5.9,Summer
2011-12-01,Fine particles (PM 2.5),10.0,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2013-12-01,Fine particles (PM 2.5),9.1,Winter
2018-06-01,Fine particles (PM 2.5),8.4,Summer
2009-12-01,Fine particles (PM 2.5),9.1,Winter
2013-12-01,Fine particles (PM 2.5),8.2,Winter
2016-12-01,Fine particles (PM 2.5),6.9,Winter
2017-06-01,Fine particles (PM 2.5),7.9,Summer
2009-12-01,Fine particles (PM 2.5),10.3,Winter
2011-12-01,Fine particles (PM 2.5),9.3,Winter
2021-12-01,Fine particles (PM 2.5),7.1,Winter
2012-06-01,Fine particles (PM 2.5),10.5,Summer
2013-06-01,Fine particles (PM 2.5),10.4,Summer
2021-06-01,Fine particles (PM 2.5),8.8,Summer
2013-06-01,Fine particles (PM 2.5),10.0,Summer
2011-12-01,Fine particles (PM 2.5),13.1,Winter
2016-12-01,Fine particles (PM 2.5),8.3,Winter
2020-06-01,Fine particles (PM 2.5),7.2,Summer
2013-12-01,Fine particles (PM 2.5),9.1,Winter
2012-12-01,Fine particles (PM 2.5),9.1,Winter
2018-06-01,Fine particles (PM 2.5),8.3,Summer
2011-12-01,Fine particles (PM 2.5),10.4,Winter
2009-12-01,Fine particles (PM 2.5),10.2,Winter
2020-06-01,Fine particles (PM 2.5),8.0,Summer
2009-12-01,Fine particles (PM 2.5),9.8,Winter
2016-12-01,Fine particles (PM 2.5),8.3,Winter
2017-06-01,Fine particles (PM 2.5),9.9,Summer
2020-06-01,Fine particles (PM 2.5),7.4,Summer
2011-12-01,Fine particles (PM 2.5),11.0,Winter
2013-12-01,Fine particles (PM 2.5),10.0,Winter
2012-06-01,Fine particles (PM 2.5),10.5,Summer
2013-06-01,Fine particles (PM 2.5),10.5,Summer
2018-01-01,Fine particles (PM 2.5),7.2,Winter
2021-12-01,Fine particles (PM 2.5),7.1,Winter
2018-01-01,Fine particles (PM 2.5),6.9,Winter
2012-06-01,Nitrogen dioxide (NO2),12.3,Summer
2015-12-31,Nitrogen dioxide (NO2),15.6,Winter
2021-06-01,Nitrogen dioxide (NO2),11.4,Summer
2010-12-01,Fine particles (PM 2.5),12.0,Winter
2009-06-01,Fine particles (PM 2.5),10.6,Summer
2017-01-01,Fine particles (PM 2.5),7.0,Winter
2010-12-01,Fine particles (PM 2.5),14.7,Winter
2009-06-01,Fine particles (PM 2.5),11.7,Summer
2012-12-01,Fine particles (PM 2.5),10.0,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2011-12-01,Fine particles (PM 2.5),10.4,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2011-12-01,Fine particles (PM 2.5),10.4,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2020-06-01,Fine particles (PM 2.5),6.7,Summer
2011-12-01,Fine particles (PM 2.5),10.3,Winter
2016-12-01,Fine particles (PM 2.5),9.4,Winter
2013-12-01,Fine particles (PM 2.5),10.6,Winter
2018-06-01,Fine particles (PM 2.5),10.0,Summer
2015-01-01,Boiler Emissions- Total SO2 Emissions,1.1,Winter
2022-06-01,Fine particles (PM 2.5),7.5,Summer
2022-06-01,Fine particles (PM 2.5),7.6,Summer
2015-01-01,Boiler Emissions- Total NOx Emissions,6.1,Winter
2020-06-01,Fine particles (PM 2.5),7.9,Summer
2011-12-01,Fine particles (PM 2.5),11.2,Winter
2009-12-01,Fine particles (PM 2.5),11.5,Winter
2017-06-01,Fine particles (PM 2.5),10.7,Summer
2015-06-01,Nitrogen dioxide (NO2),23.0,Summer
2009-12-01,Nitrogen dioxide (NO2),25.2,Winter
2009-12-01,Nitrogen dioxide (NO2),19.0,Winter
2009-12-01,Nitrogen dioxide (NO2),30.0,Winter
2014-12-01,Fine particles (PM 2.5),7.4,Winter
2021-01-01,Fine particles (PM 2.5),6.8,Winter
2018-01-01,Fine particles (PM 2.5),6.2,Winter
2014-12-01,Fine particles (PM 2.5),10.6,Winter
2017-01-01,Fine particles (PM 2.5),8.3,Winter
2009-06-01,Fine particles (PM 2.5),12.7,Summer
2017-01-01,Fine particles (PM 2.5),8.2,Winter
2021-01-01,Fine particles (PM 2.5),5.9,Winter
2016-06-01,Ozone (O3),32.5,Summer
2016-06-01,Ozone (O3),33.2,Summer
2013-06-01,Nitrogen dioxide (NO2),22.7,Summer
2018-01-01,Nitrogen dioxide (NO2),17.6,Winter
2021-06-01,Nitrogen dioxide (NO2),10.8,Summer
2013-06-01,Nitrogen dioxide (NO2),14.1,Summer
2018-01-01,Nitrogen dioxide (NO2),15.8,Winter
2021-06-01,Nitrogen dioxide (NO2),10.0,Summer
2012-12-01,Nitrogen dioxide (NO2),22.4,Winter
2020-06-01,Fine particles (PM 2.5),6.3,Summer
2015-01-01,Boiler Emissions- Total SO2 Emissions,0.9,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,2.8,Winter
2011-12-01,Fine particles (PM 2.5),8.9,Winter
2022-06-01,Fine particles (PM 2.5),6.4,Summer
2011-12-01,Fine particles (PM 2.5),8.3,Winter
2022-06-01,Fine particles (PM 2.5),5.6,Summer
2019-06-01,Nitrogen dioxide (NO2),18.8,Summer
2009-12-01,Nitrogen dioxide (NO2),19.2,Winter
2009-12-01,Nitrogen dioxide (NO2),15.4,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),8.2,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),10.2,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),13.9,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),8.5,Winter
2019-12-01,Nitrogen dioxide (NO2),17.9,Winter
2018-01-01,Fine particles (PM 2.5),6.8,Winter
2014-12-01,Fine particles (PM 2.5),9.0,Winter
2010-12-01,Fine particles (PM 2.5),14.4,Winter
2014-12-01,Fine particles (PM 2.5),10.3,Winter
2014-12-01,Fine particles (PM 2.5),8.3,Winter
2021-01-01,Fine particles (PM 2.5),6.3,Winter
2011-06-01,Ozone (O3),34.9,Summer
2010-06-01,Ozone (O3),33.2,Summer
2011-06-01,Ozone (O3),32.4,Summer
2015-06-01,Nitrogen dioxide (NO2),17.0,Summer
2019-06-01,Nitrogen dioxide (NO2),10.4,Summer
2009-12-01,Nitrogen dioxide (NO2),25.2,Winter
2015-06-01,Nitrogen dioxide (NO2),17.3,Summer
2013-12-01,Fine particles (PM 2.5),8.2,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,32.0,Winter
2011-12-01,Fine particles (PM 2.5),10.3,Winter
2013-12-01,Fine particles (PM 2.5),11.2,Winter
2016-12-01,Fine particles (PM 2.5),8.0,Winter
2020-06-01,Fine particles (PM 2.5),6.7,Summer
2020-06-01,Fine particles (PM 2.5),7.2,Summer
2020-06-01,Fine particles (PM 2.5),6.6,Summer
2009-12-01,Nitrogen dioxide (NO2),31.2,Winter
2019-06-01,Nitrogen dioxide (NO2),17.7,Summer
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),17.4,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),10.3,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),14.0,Winter
2009-06-01,Ozone (O3),25.6,Summer
2018-01-01,Nitrogen dioxide (NO2),21.7,Winter
2021-12-01,Nitrogen dioxide (NO2),21.2,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),12.3,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),16.6,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),9.2,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),12.4,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),21.4,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),5.0,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),44.8,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),5.0,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),18.3,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),19.4,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),5.0,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),24.2,Winter
2015-06-01,Nitrogen dioxide (NO2),9.6,Summer
2012-12-01,Nitrogen dioxide (NO2),22.1,Winter
2009-12-01,Nitrogen dioxide (NO2),21.5,Winter
2009-12-01,Nitrogen dioxide (NO2),22.6,Winter
2015-12-31,Nitrogen dioxide (NO2),26.7,Winter
2021-06-01,Nitrogen dioxide (NO2),19.2,Summer
2021-06-01,Nitrogen dioxide (NO2),18.6,Summer
2021-06-01,Nitrogen dioxide (NO2),13.5,Summer
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),10.7,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),10.0,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),13.5,Winter
2015-01-01,Cardiovascular hospitalizations due to PM2.5 (age 40+),12.8,Winter
2012-01-02,Cardiovascular hospitalizations due to PM2.5 (age 40+),9.2,Winter
2012-01-02,Asthma hospitalizations due to Ozone,47.3,Winter
2015-01-01,Asthma emergency departments visits due to Ozone,262.3,Winter
2015-01-01,Asthma hospitalizations due to Ozone,36.9,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,43.6,Winter
2019-06-01,Nitrogen dioxide (NO2),20.3,Summer
2019-12-01,Nitrogen dioxide (NO2),30.1,Winter
2019-06-01,Nitrogen dioxide (NO2),23.1,Summer
2012-12-01,Nitrogen dioxide (NO2),20.5,Winter
2009-12-01,Nitrogen dioxide (NO2),19.1,Winter
2012-12-01,Nitrogen dioxide (NO2),18.9,Winter
2019-06-01,Nitrogen dioxide (NO2),7.3,Summer
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),15.5,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),8.9,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),16.6,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),22.0,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),15.6,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),6.0,Winter
2019-06-01,Nitrogen dioxide (NO2),10.0,Summer
2009-06-01,Ozone (O3),26.9,Summer
2013-06-01,Nitrogen dioxide (NO2),19.0,Summer
2012-06-01,Nitrogen dioxide (NO2),19.5,Summer
2021-06-01,Nitrogen dioxide (NO2),15.3,Summer
2015-12-31,Nitrogen dioxide (NO2),19.8,Winter
2015-12-31,Nitrogen dioxide (NO2),22.2,Winter
2021-06-01,Nitrogen dioxide (NO2),14.5,Summer
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),15.4,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),8.9,Winter
2012-01-02,Cardiovascular hospitalizations due to PM2.5 (age 40+),12.3,Winter
2012-01-02,Cardiovascular hospitalizations due to PM2.5 (age 40+),12.7,Winter
2015-01-01,Cardiovascular hospitalizations due to PM2.5 (age 40+),23.5,Winter
2012-01-02,Cardiovascular hospitalizations due to PM2.5 (age 40+),11.2,Winter
2015-01-01,Cardiovascular hospitalizations due to PM2.5 (age 40+),17.3,Winter
2012-06-01,Nitrogen dioxide (NO2),29.3,Summer
2015-01-01,Asthma emergency department visits due to PM2.5,32.2,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,26.7,Winter
2017-01-01,Asthma emergency department visits due to PM2.5,33.0,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,30.2,Winter
2017-01-01,Asthma emergency department visits due to PM2.5,25.0,Winter
2017-01-01,Asthma emergency department visits due to PM2.5,119.0,Winter
2018-06-01,Fine particles (PM 2.5),10.8,Summer
2017-06-01,Fine particles (PM 2.5),11.1,Summer
2011-12-01,Fine particles (PM 2.5),9.0,Winter
2013-12-01,Fine particles (PM 2.5),8.4,Winter
2011-12-01,Fine particles (PM 2.5),8.5,Winter
2020-06-01,Fine particles (PM 2.5),6.6,Summer
2017-06-01,Fine particles (PM 2.5),10.1,Summer
2017-06-01,Fine particles (PM 2.5),9.8,Summer
2016-12-01,Fine particles (PM 2.5),8.3,Winter
2016-12-01,Fine particles (PM 2.5),8.1,Winter
2013-12-01,Fine particles (PM 2.5),8.7,Winter
2017-06-01,Fine particles (PM 2.5),8.9,Summer
2013-06-01,Nitrogen dioxide (NO2),16.2,Summer
2012-06-01,Nitrogen dioxide (NO2),16.3,Summer
2018-01-01,Nitrogen dioxide (NO2),17.2,Winter
2021-06-01,Nitrogen dioxide (NO2),10.2,Summer
2012-06-01,Nitrogen dioxide (NO2),18.8,Summer
2013-06-01,Nitrogen dioxide (NO2),18.1,Summer
2018-01-01,Nitrogen dioxide (NO2),19.2,Winter
2015-12-31,Nitrogen dioxide (NO2),21.2,Winter
2021-06-01,Nitrogen dioxide (NO2),14.4,Summer
2015-06-01,Nitrogen dioxide (NO2),16.9,Summer
2019-12-01,Nitrogen dioxide (NO2),28.4,Winter
2012-06-01,Nitrogen dioxide (NO2),9.5,Summer
2021-12-01,Fine particles (PM 2.5),7.4,Winter
2014-12-01,Fine particles (PM 2.5),9.5,Winter
2021-01-01,Fine particles (PM 2.5),6.7,Winter
2015-01-01,Asthma hospitalizations due to Ozone,1.0,Winter
2012-01-02,Asthma emergency departments visits due to Ozone,52.2,Winter
2009-06-01,Ozone (O3),28.0,Summer
2009-12-01,Nitrogen dioxide (NO2),29.3,Winter
2016-12-01,Nitrogen dioxide (NO2),26.4,Winter
2017-06-01,Nitrogen dioxide (NO2),14.4,Summer
2020-06-01,Ozone (O3),28.8,Summer
2017-06-01,Nitrogen dioxide (NO2),16.4,Summer
2009-12-01,Nitrogen dioxide (NO2),29.3,Winter
2020-06-01,Nitrogen dioxide (NO2),13.0,Summer
2016-12-01,Nitrogen dioxide (NO2),26.9,Winter
2018-06-01,Nitrogen dioxide (NO2),15.0,Summer
2011-12-01,Nitrogen dioxide (NO2),26.9,Winter
2009-12-01,Nitrogen dioxide (NO2),28.1,Winter
2018-06-01,Nitrogen dioxide (NO2),16.9,Summer
2020-06-01,Nitrogen dioxide (NO2),14.6,Summer
2013-12-01,Nitrogen dioxide (NO2),17.1,Winter
2016-12-01,Nitrogen dioxide (NO2),24.3,Winter
2020-06-01,Nitrogen dioxide (NO2),12.2,Summer
2012-06-01,Ozone (O3),33.4,Summer
2021-06-01,Ozone (O3),26.9,Summer
2018-06-01,Ozone (O3),28.4,Summer
2020-06-01,Ozone (O3),29.5,Summer
2018-06-01,Ozone (O3),29.8,Summer
2020-06-01,Ozone (O3),28.5,Summer
2017-06-01,Ozone (O3),27.5,Summer
2011-12-01,Nitrogen dioxide (NO2),23.6,Winter
2022-06-01,Nitrogen dioxide (NO2),13.5,Summer
2011-12-01,Nitrogen dioxide (NO2),20.0,Winter
2011-12-01,Nitrogen dioxide (NO2),19.1,Winter
2021-06-01,Nitrogen dioxide (NO2),14.6,Summer
2021-12-01,Nitrogen dioxide (NO2),23.3,Winter
2015-12-31,Nitrogen dioxide (NO2),28.4,Winter
2019-12-01,Nitrogen dioxide (NO2),26.6,Winter
2019-06-01,Nitrogen dioxide (NO2),16.8,Summer
2017-01-01,Fine particles (PM 2.5),7.7,Winter
2011-12-01,Fine particles (PM 2.5),9.1,Winter
2022-06-01,Fine particles (PM 2.5),6.7,Summer
2018-06-01,Fine particles (PM 2.5),12.9,Summer
2016-12-01,Fine particles (PM 2.5),11.1,Winter
2022-06-01,Fine particles (PM 2.5),8.3,Summer
2020-06-01,Fine particles (PM 2.5),7.3,Summer
2015-06-01,Nitrogen dioxide (NO2),17.4,Summer
2019-12-01,Nitrogen dioxide (NO2),33.6,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),14.2,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),16.5,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),15.4,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),4.0,Winter
2019-06-01,Nitrogen dioxide (NO2),12.6,Summer
2009-06-01,Ozone (O3),18.2,Summer
2009-06-01,Ozone (O3),25.4,Summer
2021-06-01,Nitrogen dioxide (NO2),22.1,Summer
2021-06-01,Nitrogen dioxide (NO2),10.4,Summer
2015-12-31,Nitrogen dioxide (NO2),31.6,Winter
2021-12-01,Nitrogen dioxide (NO2),22.2,Winter
2015-12-31,Nitrogen dioxide (NO2),17.8,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),18.8,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),8.1,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),7.8,Winter
2012-01-02,Cardiovascular hospitalizations due to PM2.5 (age 40+),16.2,Winter
2021-12-01,Fine particles (PM 2.5),6.5,Winter
2011-12-01,Nitrogen dioxide (NO2),25.9,Winter
2009-12-01,Nitrogen dioxide (NO2),27.1,Winter
2013-12-01,Nitrogen dioxide (NO2),21.8,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,26.0,Winter
2017-06-01,Nitrogen dioxide (NO2),16.8,Summer
2016-12-01,Nitrogen dioxide (NO2),27.5,Winter
2020-06-01,Nitrogen dioxide (NO2),14.5,Summer
2018-06-01,Nitrogen dioxide (NO2),15.4,Summer
2018-06-01,Ozone (O3),29.7,Summer
2018-06-01,Ozone (O3),33.0,Summer
2018-06-01,Ozone (O3),30.4,Summer
2017-06-01,Ozone (O3),29.7,Summer
2014-06-01,Nitrogen dioxide (NO2),11.1,Summer
2012-06-01,Nitrogen dioxide (NO2),16.7,Summer
2012-06-01,Nitrogen dioxide (NO2),12.4,Summer
2021-06-01,Fine particles (PM 2.5),8.0,Summer
2018-01-01,Fine particles (PM 2.5),6.5,Winter
2018-01-01,Fine particles (PM 2.5),8.2,Winter
2009-12-01,Fine particles (PM 2.5),10.8,Winter
2017-01-01,Fine particles (PM 2.5),6.9,Winter
2010-12-01,Fine particles (PM 2.5),11.4,Winter
2012-12-01,Fine particles (PM 2.5),8.4,Winter
2010-12-01,Fine particles (PM 2.5),12.1,Winter
2014-12-01,Fine particles (PM 2.5),8.9,Winter
2009-06-01,Fine particles (PM 2.5),9.7,Summer
2012-12-01,Fine particles (PM 2.5),7.9,Winter
2017-01-01,Fine particles (PM 2.5),6.8,Winter
2011-12-01,Fine particles (PM 2.5),8.1,Winter
2022-06-01,Fine particles (PM 2.5),6.1,Summer
2011-12-01,Fine particles (PM 2.5),8.3,Winter
2009-12-01,Fine particles (PM 2.5),8.9,Winter
2013-12-01,Fine particles (PM 2.5),8.0,Winter
2017-06-01,Fine particles (PM 2.5),8.4,Summer
2013-06-01,Nitrogen dioxide (NO2),27.8,Summer
2012-01-02,Asthma hospitalizations due to Ozone,4.7,Winter
2012-01-02,Asthma hospitalizations due to Ozone,18.0,Winter
2015-01-01,Asthma emergency department visits due to PM2.5,16.8,Winter
2009-12-01,Fine particles (PM 2.5),9.2,Winter
2011-12-01,Fine particles (PM 2.5),8.4,Winter
2011-12-01,Fine particles (PM 2.5),11.2,Winter
2016-12-01,Fine particles (PM 2.5),9.0,Winter
2018-06-01,Fine particles (PM 2.5),9.4,Summer
2009-12-01,Fine particles (PM 2.5),11.6,Winter
2013-12-01,Fine particles (PM 2.5),10.1,Winter
2017-06-01,Fine particles (PM 2.5),8.4,Summer
2018-06-01,Fine particles (PM 2.5),8.1,Summer
2016-12-01,Fine particles (PM 2.5),7.7,Winter
2009-12-01,Fine particles (PM 2.5),12.2,Winter
2017-06-01,Fine particles (PM 2.5),10.1,Summer
2021-12-01,Nitrogen dioxide (NO2),25.6,Winter
2021-06-01,Nitrogen dioxide (NO2),17.8,Summer
2021-12-01,Nitrogen dioxide (NO2),21.6,Winter
2015-12-31,Nitrogen dioxide (NO2),20.8,Winter
2015-06-01,Nitrogen dioxide (NO2),16.4,Summer
2019-12-01,Nitrogen dioxide (NO2),25.3,Winter
2018-01-01,Nitrogen dioxide (NO2),20.9,Winter
2021-06-01,Ozone (O3),27.8,Summer
2015-06-01,Nitrogen dioxide (NO2),16.0,Summer
2019-06-01,Nitrogen dioxide (NO2),12.2,Summer
2015-06-01,Nitrogen dioxide (NO2),16.4,Summer
2009-12-01,Nitrogen dioxide (NO2),33.4,Winter
2015-06-01,Nitrogen dioxide (NO2),22.4,Summer
2012-12-01,Nitrogen dioxide (NO2),26.8,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,3.8,Winter
2015-01-01,Asthma hospitalizations due to Ozone,9.4,Winter
2015-01-01,Asthma emergency departments visits due to Ozone,228.6,Winter
2018-06-01,Fine particles (PM 2.5),8.7,Summer
2017-06-01,Fine particles (PM 2.5),9.3,Summer
2016-12-01,Fine particles (PM 2.5),8.2,Winter
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,0.4,Winter
2013-06-01,Nitrogen dioxide (NO2),16.7,Summer
2012-06-01,Nitrogen dioxide (NO2),17.0,Summer
2015-06-01,Nitrogen dioxide (NO2),18.8,Summer
2013-06-01,Nitrogen dioxide (NO2),16.5,Summer
2018-01-01,Nitrogen dioxide (NO2),17.9,Winter
2013-06-01,Ozone (O3),31.7,Summer
2013-06-01,Ozone (O3),30.7,Summer
2019-12-01,Nitrogen dioxide (NO2),25.2,Winter
2015-06-01,Nitrogen dioxide (NO2),15.0,Summer
2019-06-01,Nitrogen dioxide (NO2),13.2,Summer
2012-12-01,Nitrogen dioxide (NO2),25.0,Winter
2009-12-01,Nitrogen dioxide (NO2),22.6,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,5.0,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,4.9,Winter
2017-01-01,Cardiac and respiratory deaths due to Ozone,4.0,Winter
2015-01-01,Cardiac and respiratory deaths due to Ozone,4.4,Winter
2015-01-01,Cardiac and respiratory deaths due to Ozone,6.2,Winter
2012-01-02,Cardiac and respiratory deaths due to Ozone,4.3,Winter
2012-01-02,Cardiac and respiratory deaths due to Ozone,4.7,Winter
2005-01-01,Asthma hospitalizations due to Ozone,41.7,Winter
2017-01-01,Asthma emergency departments visits due to Ozone,116.0,Winter
2017-01-01,Asthma hospitalizations due to Ozone,9.0,Winter
2009-12-01,Nitrogen dioxide (NO2),21.3,Winter
2012-12-01,Nitrogen dioxide (NO2),22.2,Winter
2017-01-01,Cardiac and respiratory deaths due to Ozone,4.0,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,5.3,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,6.7,Winter
2017-01-01,Cardiac and respiratory deaths due to Ozone,4.0,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,4.0,Winter
2005-01-01,Cardiac and respiratory deaths due to Ozone,4.7,Winter
2012-01-02,Cardiac and respiratory deaths due to Ozone,5.9,Winter
2015-01-01,Cardiac and respiratory deaths due to Ozone,5.8,Winter
2012-01-02,Cardiac and respiratory deaths due to Ozone,4.3,Winter
2017-01-01,Asthma emergency department visits due to PM2.5,112.0,Winter
