Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Latitude,Longitude
131533,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309.0,Union Square - Lower East Side,2009-2011,1/1/2009,15.5,,40.7323,-73.9876
518807,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2012-2014,1/2/2012,8.9,,40.6111,-74.0125
130898,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2005-2007,1/1/2005,16.6,,40.6111,-74.0125
130909,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,309.0,Union Square - Lower East Side,2005-2007,1/1/2005,22.0,,40.7323,-73.9876
130910,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310.0,Lower Manhattan,2005-2007,1/1/2005,15.6,,40.7075,-74.0113
827579,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,3.0,Manhattan,2017-2019,1/1/2017,6.0,,40.7831,-73.9712
643367,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2019,6/1/2019,10.0,,40.5884,-73.9559
222491,386,Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2009,6/1/2009,26.9,,40.6111,-74.0125
166884,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2013,6/1/2013,19.0,,40.7245,-73.9419
166825,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2012,6/1/2012,19.5,,40.7245,-73.9419
741161,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer 2021,6/1/2021,15.3,,40.8077,-73.9188
412699,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2016,12/31/2015,19.8,,40.8172,-73.895
412735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2016,12/31/2015,22.2,,40.6957,-73.9782
741200,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2021,6/1/2021,14.5,,40.6957,-73.9782
131523,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2009-2011,1/1/2009,15.4,,40.5884,-73.9559
628548,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,1/1/2015,8.9,,40.6111,-74.0125
518837,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,3.0,Manhattan,2012-2014,1/2/2012,12.3,,40.7831,-73.9712
518866,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,309.0,Union Square - Lower East Side,2012-2014,1/2/2012,12.7,,40.7323,-73.9876
628586,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2015-2017,1/1/2015,23.5,,40.8275,-73.922
518876,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,409.0,Southeast Queens,2012-2014,1/2/2012,11.2,,40.6809,-73.7704
628617,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,409.0,Southeast Queens,2015-2017,1/1/2015,17.3,,40.6809,-73.7704
166801,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2012,6/1/2012,29.3,,40.7075,-74.0113
628469,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405.0,Ridgewood - Forest Hills,2015-2017,1/1/2015,32.2,,40.7092,-73.8531
518928,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2012-2014,1/2/2012,26.7,,40.6011,-74.1366
827464,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205.0,Sunset Park,2017-2019,1/1/2017,33.0,,40.6455,-74.0129
130827,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2005-2007,1/1/2005,30.2,,40.6011,-74.1366
827445,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403.0,Flushing - Clearview,2017-2019,1/1/2017,25.0,,40.7675,-73.8207
827471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105.0,Crotona -Tremont,2017-2019,1/1/2017,119.0,,40.8462,-73.8936
605910,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,6/1/2018,10.8,,40.7336,-73.9802
547614,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2017,6/1/2017,11.1,,40.7336,-73.9802
168620,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Winter 2011-12,12/1/2011,9.0,,40.7282,-73.7949
214157,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,12/1/2013,8.4,,40.7282,-73.7949
177305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Winter 2011-12,12/1/2011,8.5,,40.6011,-74.1366
669716,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Summer 2020,6/1/2020,6.6,,40.6011,-74.1366
547380,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Summer 2017,6/1/2017,10.1,,40.8462,-73.8936
547401,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Summer 2017,6/1/2017,9.8,,40.6455,-74.0129
547403,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Winter 2016-17,12/1/2016,8.3,,40.6455,-74.0129
547376,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2016-17,12/1/2016,8.1,,40.8565,-73.8873
212950,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Annual Average 2014,12/1/2013,8.7,,40.7675,-73.8207
547458,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2017,6/1/2017,8.9,,40.7675,-73.8207
166909,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2013,6/1/2013,16.2,,40.7282,-73.7949
166850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2012,6/1/2012,16.3,,40.7282,-73.7949
603080,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2018,1/1/2018,17.2,,40.7282,-73.7949
741272,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2021,6/1/2021,10.2,,40.7282,-73.7949
166818,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2012,6/1/2012,18.8,,40.8499,-73.8884
166877,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2013,6/1/2013,18.1,,40.8499,-73.8884
602984,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Annual Average 2018,1/1/2018,19.2,,40.8499,-73.8884
412747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2016,12/31/2015,21.2,,40.6761,-73.9816
741212,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2021,6/1/2021,14.4,,40.6761,-73.9816
336809,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2015,6/1/2015,16.9,,40.6761,-73.9816
667694,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Winter 2019-20,12/1/2019,28.4,,40.6761,-73.9816
172203,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Summer 2012,6/1/2012,9.5,,40.5493,-74.1502
823160,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Winter 2021-22,12/1/2021,7.4,,40.8403,-73.9029
334320,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),Winter 2014-15,12/1/2014,9.5,,40.7423,-73.871
742440,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2021,1/1/2021,6.7,,40.8384,-73.9272
629037,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2015-2017,1/1/2015,1.0,,40.7365,-73.9824
518566,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208.0,Canarsie - Flatlands,2012-2014,1/2/2012,52.2,,40.64,-73.9101
131839,386,Ozone (O3),Mean,ppb,Borough,2.0,Brooklyn,2-Year Summer Average 2009-2010,6/1/2009,28.0,,40.6782,-73.9442
171609,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Winter 2009-10,12/1/2009,29.3,,40.8116,-73.9465
549891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Winter 2016-17,12/1/2016,26.4,,40.8712,-73.8362
549889,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Summer 2017,6/1/2017,14.4,,40.8712,-73.8362
670932,386,Ozone (O3),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2020,6/1/2020,28.8,,40.6872,-73.9903
549898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Summer 2017,6/1/2017,16.4,,40.7245,-73.9419
171598,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Winter 2009-10,12/1/2009,29.3,,40.6872,-73.9903
667341,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2020,6/1/2020,13.0,,40.6872,-73.9903
549933,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Winter 2016-17,12/1/2016,26.9,,40.8467,-73.9362
602874,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2018,6/1/2018,15.0,,40.8467,-73.9362
171665,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Winter 2011-12,12/1/2011,26.9,,40.7245,-73.9419
171597,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Winter 2009-10,12/1/2009,28.1,,40.7245,-73.9419
602877,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2018,6/1/2018,16.9,,40.8116,-73.9465
667407,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2020,6/1/2020,14.6,,40.8116,-73.9465
211756,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2014,12/1/2013,17.1,,40.8803,-73.9055
549888,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Winter 2016-17,12/1/2016,24.3,,40.8803,-73.9055
667311,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2020,6/1/2020,12.2,,40.8803,-73.9055
222482,386,Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2012,6/1/2012,33.4,,40.6537,-73.9306
743702,386,Ozone (O3),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,6/1/2021,26.9,,40.7365,-73.9824
605288,386,Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2018,6/1/2018,28.4,,40.8116,-73.9465
670921,386,Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2020,6/1/2020,29.5,,40.8116,-73.9465
605272,386,Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2018,6/1/2018,29.8,,40.8803,-73.9055
670937,386,Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2020,6/1/2020,28.5,,40.8803,-73.9055
549369,386,Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2017,6/1/2017,27.5,,40.8803,-73.9055
172685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Annual Average 2012,12/1/2011,23.6,,40.7245,-73.9419
825909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2022,6/1/2022,13.5,,40.8467,-73.9362
172682,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Annual Average 2012,12/1/2011,20.0,,40.8712,-73.8362
172681,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2012,12/1/2011,19.1,,40.8803,-73.9055
740918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2021,6/1/2021,14.6,,40.6872,-73.9903
825773,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Winter 2021-22,12/1/2021,23.3,,40.6872,-73.9903
412498,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2016,12/31/2015,28.4,,40.7465,-74.0014
667172,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2019-20,12/1/2019,26.6,,40.8116,-73.9465
643376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2019,6/1/2019,16.8,,40.8116,-73.9465
547738,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2017,1/1/2017,7.7,,40.7128,-73.8895
170387,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2012,12/1/2011,9.1,,40.7128,-73.8895
823540,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2022,6/1/2022,6.7,,40.7128,-73.8895
605907,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Summer 2018,6/1/2018,12.9,,40.7549,-73.984
547613,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Winter 2016-17,12/1/2016,11.1,,40.7549,-73.984
823256,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Summer 2022,6/1/2022,8.3,,40.7465,-74.0014
669858,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2020,6/1/2020,7.3,,40.8615,-73.9002
336515,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2015,6/1/2015,17.4,,40.6872,-73.9903
667196,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2019-20,12/1/2019,33.6,,40.7465,-74.0014
518793,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,102.0,Northeast Bronx,2012-2014,1/2/2012,14.2,,40.8712,-73.8362
518811,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,1/2/2012,16.5,,40.8116,-73.9465
628534,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,102.0,Northeast Bronx,2015-2017,1/1/2015,15.4,,40.8712,-73.8362
827605,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306.0,Chelsea - Clinton,2017-2019,1/1/2017,4.0,,40.7465,-74.0014
643418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2019,6/1/2019,12.6,,40.7335,-73.7801
222539,386,Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Summer 2009,6/1/2009,18.2,,40.7465,-74.0014
222599,386,Ozone (O3),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2009,6/1/2009,25.4,,40.7335,-73.7801
741137,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2021,6/1/2021,22.1,,40.7549,-73.984
741209,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2021,6/1/2021,10.4,,40.6643,-73.8826
412672,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2016,12/31/2015,31.6,,40.7549,-73.984
826009,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2021-22,12/1/2021,22.2,,40.8615,-73.9002
412744,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2016,12/31/2015,17.8,,40.6643,-73.8826
131526,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2009-2011,1/1/2009,18.8,,40.8116,-73.9465
518825,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,406.0,Fresh Meadows,2012-2014,1/2/2012,8.1,,40.7335,-73.7801
628541,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,2015-2017,1/1/2015,7.8,,40.6872,-73.9903
518859,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,1/2/2012,16.2,,40.8116,-73.9465
823515,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Winter 2021-22,12/1/2021,6.5,,40.5865,-73.9506
171694,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2011-12,12/1/2011,25.9,,40.8154,-73.8978
171626,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2009-10,12/1/2009,27.1,,40.8154,-73.8978
211789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Annual Average 2014,12/1/2013,21.8,,40.8154,-73.8978
131265,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4.0,Queens,2005-2007,1/1/2005,26.0,,40.7282,-73.7949
549985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2017,6/1/2017,16.8,,40.8154,-73.8978
549987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2016-17,12/1/2016,27.5,,40.8154,-73.8978
667509,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2020,6/1/2020,14.5,,40.8154,-73.8978
602928,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2018,6/1/2018,15.4,,40.8154,-73.8978
605291,386,Ozone (O3),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2018,6/1/2018,29.7,,40.7447,-73.9485
605283,386,Ozone (O3),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2018,6/1/2018,33.0,,40.64,-73.9101
605281,386,Ozone (O3),Mean,ppb,UHF34,206.0,Borough Park,Summer 2018,6/1/2018,30.4,,40.6334,-73.9952
549378,386,Ozone (O3),Mean,ppb,UHF34,206.0,Borough Park,Summer 2017,6/1/2017,29.7,,40.6334,-73.9952
211665,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2014,6/1/2014,11.1,,40.64,-73.9101
172180,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Summer 2012,6/1/2012,16.7,,40.6334,-73.9952
172182,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2012,6/1/2012,12.4,,40.64,-73.9101
742502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Summer 2021,6/1/2021,8.0,,40.5755,-73.98
606008,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Annual Average 2018,1/1/2018,6.5,,40.5865,-73.9506
605846,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,Annual Average 2018,1/1/2018,8.2,,40.7447,-73.9485
174176,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Annual Average 2010,12/1/2009,10.8,,40.8154,-73.8978
547714,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Annual Average 2017,1/1/2017,6.9,,40.5865,-73.9506
168566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2010-11,12/1/2010,11.4,,40.7163,-73.742
179666,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Annual Average 2013,12/1/2012,8.4,,40.7282,-73.7949
179506,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Winter 2010-11,12/1/2010,12.1,,40.7282,-73.7949
333948,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Winter 2014-15,12/1/2014,8.9,,40.7282,-73.7949
169333,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2009,6/1/2009,9.7,,40.7163,-73.742
170454,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2013,12/1/2012,7.9,,40.7163,-73.742
547762,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2017,1/1/2017,6.8,,40.7163,-73.742
170395,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2012,12/1/2011,8.1,,40.7163,-73.742
823564,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2022,6/1/2022,6.1,,40.7163,-73.742
168625,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2011-12,12/1/2011,8.3,,40.7163,-73.742
168507,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2009-10,12/1/2009,8.9,,40.7163,-73.742
214162,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2014,12/1/2013,8.0,,40.7163,-73.742
547761,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2017,6/1/2017,8.4,,40.7163,-73.742
166860,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2013,6/1/2013,27.8,,40.7075,-74.0113
518615,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209.0,Bensonhurst - Bay Ridge,2012-2014,1/2/2012,4.7,,40.6111,-74.0125
518637,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410.0,Rockaways,2012-2014,1/2/2012,18.0,,40.5795,-73.8371
628452,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,1/1/2015,16.8,,40.6111,-74.0125
168509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2009-10,12/1/2009,9.2,,40.6437,-74.0735
168627,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2011-12,12/1/2011,8.4,,40.6437,-74.0735
168583,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2011-12,12/1/2011,11.2,,40.8077,-73.9188
547637,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2016-17,12/1/2016,9.0,,40.8077,-73.9188
605931,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Summer 2018,6/1/2018,9.4,,40.8077,-73.9188
168465,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2009-10,12/1/2009,11.6,,40.8077,-73.9188
214120,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Annual Average 2014,12/1/2013,10.1,,40.8077,-73.9188
547476,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Summer 2017,6/1/2017,8.4,,40.6809,-73.7704
605772,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Summer 2018,6/1/2018,8.1,,40.6809,-73.7704
547478,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Winter 2016-17,12/1/2016,7.7,,40.6809,-73.7704
177186,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Winter 2009-10,12/1/2009,12.2,,40.8275,-73.922
547383,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Summer 2017,6/1/2017,10.1,,40.8275,-73.922
825850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Winter 2021-22,12/1/2021,25.6,,40.7075,-74.0113
741128,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2021,6/1/2021,17.8,,40.7282,-74.0021
826350,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2021-22,12/1/2021,21.6,,40.7447,-73.9485
